ticker,date,time,headline,sentiment_score,sentiment_label,finbert_label,finbert_confidence
GOOGL,2026-08-05,07:40PM,"US Stock Futures Inch Higher Following S&P 500, Nasdaq Drop As Investors Brace For SpaceX Share Unlock  GOOGL, UBER, META, FLUT, AMZN In Focus",0.125,positive,negative,0.6407
GOOGL,2026-08-05,07:32PM,Google-parent Alphabet shakes up AI division,0.0,neutral,negative,0.9189
GOOGL,2026-08-05,07:02PM,NiSource Inc (NI) (Q2 2026) Earnings Call Highlights: Reaffirms Guidance Amid Data Center ...,-0.1,negative,positive,0.7411
GOOGL,2026-08-05,06:06PM,Asian Stocks Set for Declines as AI Rally Cools: Markets Wrap,0.0,neutral,negative,0.9396
GOOGL,2026-08-05,05:47PM,SNDK Stock Dips After-Hours As Sandisk's Q1 FY27 Outlook Misses Expectations Despite Memory-Driven Q4 Profit,0.0,neutral,negative,0.9684
GOOGL,2026-08-05,05:26PM,Travis Kalanicks robotics startup Atoms taps former Uber finance chief as CFO,0.0,neutral,neutral,0.9234
GOOGL,2026-08-05,05:11PM,The Toughest Questions AMZN Faced On Its Latest Call,0.5,positive,neutral,0.8735
GOOGL,2026-08-05,04:46PM,ADBE Stock: Where Compounding Could Take The Price,0.0,neutral,neutral,0.586
GOOGL,2026-08-05,04:33PM,The Calm Surface of Alphabet Stock Hides a Turbulent Forecast,0.30000000000000004,positive,neutral,0.5487
GOOGL,2026-08-05,04:27PM,"Sandisk Earnings Soar, but the Stock Is Still Dropping",0.0,neutral,negative,0.448
GOOGL,2026-08-05,04:02PM,"Dow Weathers Mag 7 Slide, Cruises to Third-Straight Record High",0.16,positive,negative,0.8627
GOOGL,2026-08-05,03:19PM,Googles AI Leadership Is Undergoing Some Major Changes. The Stock Is Sliding,0.0625,positive,neutral,0.8686
GOOGL,2026-08-05,03:00PM,TeraWulf Inc (WULF) (Q2 2026) Earnings Call Highlights: $19B Anthropic Lease and Strategic ...,0.0,neutral,neutral,0.802
GOOGL,2026-08-05,02:28PM,Alphabet Stock Falls as Jeff Dean Exits After 27 Years,0.0,neutral,negative,0.9122
GOOGL,2026-08-05,02:24PM,Uber Stock Falls 4.8% as $10 Billion Robotaxi Bet Expands,0.0,neutral,negative,0.9356
GOOGL,2026-08-05,02:17PM,New York Times Stock Sinks 13% as Subscriber Growth Slows,0.018181818181818174,neutral,negative,0.9722
GOOGL,2026-08-05,02:06PM,DeepMind Chief Scientist Leaves To Start A Company Google Will Invest In,0.0,neutral,neutral,0.9378
GOOGL,2026-08-05,01:58PM,Google AI Leadership Shakeup Weighs on Alphabet Stock,0.0,neutral,negative,0.9308
GOOGL,2026-08-05,01:52PM,"Google Stock Falls 5% as 4 AI Leaders Quit, Including the Most-Cited Researchers",0.0,neutral,negative,0.9589
GOOGL,2026-08-05,01:46PM,"DeepMind's Hassabis Steps Down, Adding To Worries Over Google's AI Push",-0.15555555555555559,negative,negative,0.9552
GOOGL,2026-08-05,01:28PM,Nvidia Stock Is the Only Magnificent 7 Name in the Green,0.26666666666666666,positive,neutral,0.9401
GOOGL,2026-08-05,01:27PM,"Never Mind AI Spending, This Number Is Boosting Microsoft, Google, and Amazon Stocks",0.0,neutral,positive,0.9266
GOOGL,2026-08-05,01:20PM,Google Eyes $1.5B Investment In AI Coding Startup As AI Brain Drain Continues With Jeff Dean's Exit,0.0,neutral,neutral,0.5585
GOOGL,2026-08-05,01:02PM,Jeff Dean leaving Google after 27 years to co-found Discovery Loop,0.0,neutral,neutral,0.8103
GOOGL,2026-08-05,01:02PM,Google stock drops amid DeepMind leadership shake-up,0.0,neutral,negative,0.9386
GOOGL,2026-08-05,01:02PM,Google's chief scientist is leaving after 27 years to launch his own AI startup,0.6,positive,neutral,0.8953
GOOGL,2026-08-05,12:47PM,Alphabet shares fall 5% as AI pioneer Jeff Dean exits in major shakeup,0.0625,positive,negative,0.9626
GOOGL,2026-08-05,12:45PM,Alphabet's stock drops as Google loses another key AI executive,-0.15,negative,negative,0.955
GOOGL,2026-08-05,12:44PM,Why the Dow Is Outperforming Today,0.0,neutral,neutral,0.5093
GOOGL,2026-08-05,12:26PM,"Nasdaq and S&P 500 Reverse Gains, Alphabet Stock Sinks",-0.1,negative,negative,0.632
GOOGL,2026-08-05,11:56AM,SpaceX's stock falls as Wall Street gets spooked by the extent of AI spending,0.0,neutral,negative,0.9518
GOOGL,2026-08-05,11:52AM,Shopify Earnings Flip the Script on AI Fears,0.0,neutral,neutral,0.8208
GOOGL,2026-08-05,11:40AM,Major Hedge Funds Targeted in Wave of Attempted Cyberattacks,0.0625,positive,negative,0.9179
GOOGL,2026-08-05,11:38AM,The Biggest Risk To Meta Platforms Stock Is A Bill Without A Payback Date,0.0,neutral,neutral,0.7613
GOOGL,2026-08-05,11:32AM,Google Retires Assistant On Android As Gemini Shifts Ad Landscape,0.0,neutral,negative,0.8554
GOOGL,2026-08-05,11:28AM,SpaceX's $1T Goal and 3 More Shockers From Musk on the Earnings Call,0.5,positive,negative,0.6109
GOOGL,2026-08-05,11:11AM,Palantir Is Signing Work Faster Than It Can Bill It,0.0,neutral,neutral,0.8097
GOOGL,2026-08-05,11:07AM,Uber stock drops as bookings guidance disappoints; CEO bets on robotaxi push to grow overall business,0.0,neutral,negative,0.9638
GOOGL,2026-08-05,11:06AM,Amazon's Zoox to start paid robotaxi rides in Vegas next week,0.0,neutral,neutral,0.9115
GOOGL,2026-08-05,10:45AM,"Meta, Google Online Child Safety Rules Advance in US Senate",0.0,neutral,neutral,0.9405
GOOGL,2026-08-05,10:18AM,"These Stocks Are Making Moves Today, Thanks to SpaceX",0.2,positive,positive,0.8056
GOOGL,2026-08-05,10:17AM,Apple's Buyback Is Retiring Less Stock Just As The Memory Bill Grows,-0.16666666666666666,negative,neutral,0.7705
GOOGL,2026-08-05,10:13AM,Anthropic is hiring an AI chip design team,0.0,neutral,neutral,0.8115
GOOGL,2026-08-05,09:44AM,Blackstone pitches $36 billion debt deal for Anthropic AI chips,0.0,neutral,neutral,0.5457
GOOGL,2026-08-05,09:08AM,This SpaceX number is spooking already skittish investors,0.7,positive,negative,0.9517
GOOGL,2026-08-05,09:00AM,DoorDash Gets FAA Green Light for Commercial Drone Deliveries,0.06666666666666667,positive,positive,0.6985
GOOGL,2026-08-05,08:20AM,"SpaceX Spending Is Incredible, Unbelievable, Google-Like",0.325,positive,neutral,0.8207
GOOGL,2026-08-05,07:09AM,"Canada's Shopify forecasts revenue above estimates, shares surge",0.0,neutral,positive,0.8491
GOOGL,2026-08-05,06:56AM,"Uber Gives In-Line Outlook, Says Brazil Rivals Hurt Trips Growth",0.0,neutral,negative,0.857
GOOGL,2026-08-05,06:00AM,AI CapEx fears: Is big tech overspending?,0.0,neutral,negative,0.8864
GOOGL,2026-08-05,05:39AM,New report warns China transceiver ban would hurt U.S. AI giants,0.13636363636363635,positive,negative,0.9597
GOOGL,2026-08-05,05:26AM,Tech Melt-Up Drives $3.5 Trillion Nasdaq 100 Gain in Four Days,0.0,neutral,neutral,0.71
GOOGL,2026-08-05,04:55AM,"Michael Burry Exits MSFT, Closes ORCL Short Position  Why He Changed His Tech Trades?",0.0,neutral,neutral,0.5885
GOOGL,2026-08-05,02:05AM,SanDisk Stock Jumps 10% on New AI Memory Milestone With SK Hynix Ahead of Earnings,0.13636363636363635,positive,positive,0.924
GOOGL,2026-08-05,02:00AM,Think Tech Is Spending Too Much? There's Trillions More to Come.,0.35,positive,neutral,0.8167
GOOGL,2026-08-05,12:00AM,Banks to offload $15bn of debt for Anthropic data centre backed by Google,0.0,neutral,neutral,0.8606
GOOGL,2026-08-04,05:14PM,Chatham Lodging Trust Q2 2026 Earnings Call Summary,0.0,neutral,neutral,0.8458
GOOGL,2026-08-04,04:53PM,"Google Should Be Forced To Shed Chrome, Advocacy Group Argues",-0.30000000000000004,negative,negative,0.6914
GOOGL,2026-08-04,04:36PM,"SpaceX doubles revenue on Anthropic and Google compute deals, Starlink growth",0.0,neutral,positive,0.7308
GOOGL,2026-08-04,04:08PM,Pinterest expects slower quarterly revenue growth as ad competition heats up,0.0,neutral,negative,0.9674
GOOGL,2026-08-04,04:08PM,The Toughest Questions AMZN Faced On Its Latest Call,0.5,positive,neutral,0.8735
GOOGL,2026-08-04,04:05PM,Oracle Hits Troubling Level Not Seen Since 2008,0.0,neutral,negative,0.8785
GOOGL,2026-08-04,03:59PM,The Unusual Cash Offer Sitting In IBM Stock,0.2,positive,neutral,0.8408
GOOGL,2026-08-04,03:53PM,Intel's Packaging Progress Points to Google,0.0,neutral,positive,0.548
GOOGL,2026-08-04,02:18PM,What's Driving Today's Record-Setting Rally?,0.0,neutral,neutral,0.8926
GOOGL,2026-08-04,01:46PM,Anthropic's Google Chip Procurement Could Lead To Another $36B Debt Financing Round,-0.2,negative,positive,0.6325
GOOGL,2026-08-04,01:32PM,Big Tech Stocks Could Extend Rally After 'Momentum Shock',0.0,neutral,positive,0.6005
GOOGL,2026-08-04,01:19PM,AI data-centre race builds $1 trillion lease burden for Big Tech,0.0,neutral,positive,0.6813
GOOGL,2026-08-04,01:00PM,"Why SpaceX's AI business isn't a cash cow, at least for now",-0.21666666666666667,negative,neutral,0.912
GOOGL,2026-08-04,12:00PM,Meta Platforms Stock Has One Upside Case Big Enough To Matter,0.0,neutral,neutral,0.7111
GOOGL,2026-08-04,11:18AM,Amazon.com Stock Is Cheaper Than The Market On Earnings And Pricier On Cash,0.0,neutral,neutral,0.8159
GOOGL,2026-08-04,11:11AM,Blackstone reportedly mulls second debt package for Anthropic chip deal,0.0,neutral,neutral,0.9169
GOOGL,2026-08-04,10:25AM,"Oracle's AI Build-Out Is Squeezing Gross Margin, Not Its Valuation",0.0,neutral,negative,0.9466
GOOGL,2026-08-04,10:20AM,Blackstone Has Pitched Mega Debt Package for Anthropic Chip Deal,0.0,neutral,positive,0.6927
GOOGL,2026-08-04,09:48AM,How Much Upside Can ADBE Stock's Growth Deliver?,0.2,positive,neutral,0.6277
GOOGL,2026-08-04,07:55AM,Google exec warns AI spending could trigger a painful revenue gap,-0.7,negative,negative,0.9721
GOOGL,2026-08-04,07:31AM,"Dow hits record, Palantir stock jumps 16% on Q2 earnings",0.0,neutral,positive,0.8995
GOOGL,2026-08-04,07:31AM,Dow futures jump 600 points on Bessent Iran Hormuz deal comments,0.0,neutral,negative,0.3432
GOOGL,2026-08-04,07:04AM,Google partners with RWE for Crooked Creek Solar project energy,0.0,neutral,positive,0.6743
GOOGL,2026-08-04,06:54AM,India paves way for return of merchant fees on digital payments,0.0,neutral,positive,0.5359
GOOGL,2026-08-04,06:50AM,"Stock Markets Had a Perfect Summer's Day, Now the Heat Is On",1.0,positive,neutral,0.8549
GOOGL,2026-08-04,06:30AM,Ubers Robotaxi Ambition to Face Scrutiny as Shares Languish,0.0,neutral,negative,0.9321
GOOGL,2026-08-04,06:00AM,Absolutely the right time for geothermal  Q&A with Baker Hughes Geothermal VP,0.24285714285714285,positive,neutral,0.8172
GOOGL,2026-08-04,03:40AM,Amazon And Microsoft Ace Wall Streets AI Test  Analyst Warns Mag Seven Now Faces A Higher Burden Of Proof,0.25,positive,negative,0.9173
GOOGL,2026-08-04,03:21AM,Palantir's Rule Of 40 Score Hit 155%  Here's The Math And Why It Matters For Software Valuations,0.0,neutral,neutral,0.9268
GOOGL,2026-08-04,12:00AM,Inside Googles $200bn Wall Street finance machine for Anthropic,0.0,neutral,neutral,0.9185
GOOGL,2026-08-03,10:13PM,NYU Professor Says Watch Smaller AI Stocks When The Shakeout Hits,0.0,neutral,neutral,0.9053
GOOGL,2026-08-03,09:37PM,The Sharpest Exchanges From META's Earnings Call,0.0,neutral,negative,0.5827
GOOGL,2026-08-03,07:44PM,"META, GOOGL Stocks In Focus  White House Plans Meeting With Tech Giants On Tuesday Over AI Safety Tests, Says Report",0.0,neutral,neutral,0.7322
GOOGL,2026-08-03,07:24PM,What Wall Street Pushed Microsoft To Explain,0.0,neutral,neutral,0.9369
GOOGL,2026-08-03,06:43PM,"Wall Street rallies, Dow closes at record on Iran talks optimism",0.0,neutral,neutral,0.4968
